N,P,K,temperature,humidity,ph,rainfall,label
107,5,52,29.469,89.98405233,6.881425746,57.40847165,watermelon
103,16,49,30.931,81.64075303,6.915717008,51.75212401,watermelon
101,20,48,34.07,82.75411437,6.206247494,57.05709413,watermelon
85,25,47,27.411,87.64081095,6.29542477,58.48160844,watermelon
84,7,51,29.251,87.65694462,6.399669044,55.74073582,watermelon
102,28,54,32.027,80.27525115,6.862157042,55.49541453,watermelon
98,25,52,34.646,83.15393658,6.224066378,49.29456609,watermelon
97,25,50,28.523,80.90127035,6.093814669,49.08553937,watermelon
90,16,45,28.362,80.61750795,6.291540278,50.55710813,watermelon
95,12,46,26.881,81.01009354,6.32281728,54.65423596,watermelon
82,23,49,26.596,87.21986949,6.873283991,51.70497792,watermelon
82,25,51,25.439,87.47409052,6.074209622,48.11248366,watermelon
110,28,46,30.738,88.04541346,6.49889585,51.26046418,watermelon
118,21,51,25.626,86.33904774,6.678805092,48.58241822,watermelon
120,20,45,28.565,88.6984228,6.114128685,54.22722466,watermelon
91,7,52,28.168,83.46230461,6.405054243,56.39962921,watermelon
81,6,55,26.044,85.87059083,6.110142735,51.70699144,watermelon
101,13,54,29.275,82.91481799,6.828982708,56.34144589,watermelon
101,17,55,27.624,87.1269128,6.451499764,44.63907691,watermelon
111,6,53,25.307,88.59143088,6.313512999,46.06382209,watermelon
107,10,49,28.712,89.00481725,6.755192025,45.24690619,watermelon
115,11,46,30.529,89.39655519,6.623167177,40.32161859,watermelon
84,25,52,25.18,81.2514818,6.12532356,44.20899581,watermelon
120,7,47,31.576,83.03687902,6.653867608,54.7657624,watermelon
91,12,46,29.174,85.49938185,6.343942518,48.31219031,watermelon
89,22,52,33.518,86.10782926,6.217300786,53.14626213,watermelon
113,19,46,28.027,81.12122989,6.286387658,49.52320689,watermelon
97,22,50,26.977,86.14585891,6.7698938,58.97878791,watermelon
117,30,50,27.64,87.20772913,6.744966312,46.59207341,watermelon
90,14,52,26.097,89.20454622,6.391858432,59.67927244,watermelon
104,23,47,33.096,86.70068316,6.770434148,42.91292205,watermelon
81,16,45,33.194,86.25426228,6.727468157,59.75980023,watermelon
88,5,47,25.831,86.67468041,6.662244646,41.16554802,watermelon
92,7,45,30.988,81.14149505,6.944640222,51.51033554,watermelon
81,18,50,29.834,80.91934337,6.507110986,47.81847573,watermelon
111,5,55,27.383,84.42478917,6.520663422,50.78669728,watermelon
108,23,51,25.826,83.85039964,6.106500787,40.228644,watermelon
113,30,50,33.722,83.9862443,6.277484043,43.87712348,watermelon
83,10,53,25.967,85.00802358,6.195142279,48.75859458,watermelon
101,11,51,28.121,84.24340241,6.792035575,44.2068997,watermelon
114,21,55,33.249,87.9392312,6.472756256,57.51549686,watermelon
99,6,45,25.861,86.5507939,6.000975617,40.71210074,watermelon
92,20,55,29.57,87.5267616,6.587791262,59.26519444,watermelon
92,7,48,29.635,86.63249555,6.956508826,54.38748495,watermelon
91,24,55,29.501,83.09194521,6.259086583,46.76837499,watermelon
110,21,54,31.018,87.82430156,6.747537642,47.46447019,watermelon
112,25,51,29.01,85.5667282,6.932537231,56.72496677,watermelon
89,25,54,31.851,85.56967628,6.353107393,48.99390828,watermelon
100,10,53,31,84.60808277,6.211748957,42.00660251,watermelon
83,22,54,33.259,81.96664832,6.277245254,54.49960057,watermelon
95,14,50,25.611,84.31756844,6.560443519,56.31866159,watermelon
119,30,49,25.542,80.45846265,6.903020221,47.72078245,watermelon
97,12,47,32.096,89.63667876,6.765094964,58.28697664,watermelon
110,7,45,33.888,84.69546874,6.189213927,48.32428609,watermelon
96,18,50,32.652,84.30533791,6.904241707,41.53218699,watermelon
83,23,55,27.316,83.89241484,6.463271076,43.97193745,watermelon
120,24,47,30.046,89.4138489,6.260838965,58.54876687,watermelon
160,53,160,21.063,52.929,6.776533055,138.2593,beetroot
140,54,140,22.71,55.777,6.528404378,108.6778,beetroot
155,55,155,24.318,52.286,6.750145572,144.3929,beetroot
140,59,140,24.619,59.62,6.562832807,116.3448,beetroot
146,66,146,22.185,51.815,6.117530021,134.9621,beetroot
168,62,168,16.566,52.45,6.776459669,140.8198,beetroot
177,55,177,19.303,53.689,6.293486295,120.1904,beetroot
147,47,147,23.446,56.541,6.069171847,123.5244,beetroot
143,53,143,23.574,52.557,6.740983646,134.3484,beetroot
141,52,141,25.555,54.878,6.201797639,103.1038,beetroot
149,57,149,22.268,54.427,6.941027474,124.7643,beetroot
142,61,142,17.426,54.08,6.719372459,120.6798,beetroot
146,51,146,22.55,50.785,6.704104127,116.5102,beetroot
177,53,177,21.334,52.015,6.494251024,129.0658,beetroot
167,56,167,17.172,52.371,6.224535449,144.2776,beetroot
143,60,143,21.826,50.824,6.160414414,116.4974,beetroot
138,62,138,23.475,59.736,6.168757984,141.9214,beetroot
144,57,144,20.656,52.243,6.085444691,121.1654,beetroot
157,65,157,18.105,52.255,6.859050816,106.9626,beetroot
151,50,151,16.921,54.462,6.606033244,118.8396,beetroot
151,55,151,23.431,55.779,6.447662945,146.8423,beetroot
140,58,140,17.727,50.912,6.105909623,101.5323,beetroot
141,65,141,16.691,51.259,6.559763394,106.1486,beetroot
163,64,163,26.166,59.507,6.14410903,130.5826,beetroot
146,54,146,17.217,50.606,6.099662369,117.7686,beetroot
173,57,173,16.768,57.666,6.413927319,122.4826,beetroot
149,52,149,25.371,50.298,6.075144116,104.0136,beetroot
173,59,173,17.657,51.586,6.123802502,119.5736,beetroot
150,59,150,19.381,55.638,6.698468621,125.9176,beetroot
142,52,142,23.873,52.71,6.088885814,135.1746,beetroot
164,53,164,19.902,51.399,6.367800632,111.0325,beetroot
160,60,160,20.034,54.673,6.425930938,127.9155,beetroot
140,64,140,26.113,50.257,6.469983276,117.0175,beetroot
172,47,172,19.447,56.089,6.094016338,113.4325,beetroot
140,55,140,20.084,57.501,6.150090899,119.3815,beetroot
142,51,142,20.293,57.137,6.646962425,127.2735,beetroot
140,60,140,16.803,56.122,6.379690748,143.5085,beetroot
156,52,156,23.661,53.04,6.732834334,137.9065,beetroot
140,53,140,25.547,52.812,7,124.3315,beetroot
147,62,147,25.17,57.275,6.161123579,127.1245,beetroot
163,60,163,25.376,53.786,6.442810053,121.3085,beetroot
157,57,157,23.019,56.384,6.732049075,107.5765,beetroot
149,60,149,25.238,55.104,6.243673725,129.9325,beetroot
146,60,146,25.322,59.152,6.266208727,127.8865,beetroot
153,50,153,17.791,55.538,6.550623739,107.7505,beetroot
144,65,144,25.016,51.514,6.002927293,104.1705,beetroot
140,62,140,18.875,53.481,6.342573112,101.0495,beetroot
151,53,151,25.785,50.547,7,119.9405,beetroot
174,49,174,16.722,57.571,6.121745389,113.1235,beetroot
151,58,151,16.9,56.656,6.930160473,102.4785,beetroot
158,66,158,22.474,54.101,6.440584681,129.6595,beetroot
154,61,154,25.369,54.33,6.885053234,135.2345,beetroot
174,54,174,26.932,54.666,6.157724816,115.3425,beetroot
164,47,164,19.046,54.411,6.776987974,123.2825,beetroot
140,50,140,16.919,53.242,6.431970877,126.8615,beetroot
147,60,147,23.187,59.127,6.708743843,146.0475,beetroot
150,47,150,18.271,55.413,6.010739645,137.6565,beetroot
143,57,143,25.987,50.208,6.365956658,134.6485,beetroot
149,66,149,22.662,50.935,6.668382766,111.1755,beetroot
172,50,172,16.558,51.386,6.74669542,103.9015,beetroot
143,54,143,25.909,59.584,6.931665834,106.1495,beetroot
163,50,163,25.296,56.66,6.40077205,141.4645,beetroot
157,52,157,16.333,50.271,6.448792689,123.8315,beetroot
142,61,142,26.674,57.921,6.251420275,143.9745,beetroot
151,49,151,25.817,51.357,6.274452811,124.3355,beetroot
141,57,141,17.855,50.106,6.135996372,124.2755,beetroot
149,57,149,23.824,55.109,6.594090172,120.5795,beetroot
153,65,153,16.669,57.575,6.327822962,121.9135,beetroot
145,50,145,16.707,50.465,6.212567211,129.8215,beetroot
156,52,156,16.706,56.008,6.640470863,102.7085,beetroot
144,61,144,16.728,54.655,6.685553129,118.3385,beetroot
147,49,147,18.328,54.373,6.327210469,135.1235,beetroot
177,50,177,17.903,57.046,6.35544263,130.5115,beetroot
178,57,178,22.248,52.384,6.985682344,109.0375,beetroot
149,47,149,23.567,52.891,6.781050373,116.3745,beetroot
154,65,154,17.743,53.976,6.630301421,104.9465,beetroot
164,46,164,19.423,52.425,6.484799661,108.7875,beetroot
145,60,145,21.072,56.121,6.566759102,112.6655,beetroot
172,66,172,21.641,50.937,6.170520518,137.6985,beetroot
163,50,163,19.041,53.738,6.612480351,142.0325,beetroot
145,54,145,22.634,55.512,6.541150335,144.4795,beetroot
138,57,138,16.123,56.734,6.341400922,119.1525,beetroot
142,50,142,23.692,51.954,6.150686364,106.5185,beetroot
146,56,146,20.91,52.009,6.438008153,137.6325,beetroot
150,61,150,23.022,53.661,6.547041903,133.2965,beetroot
139,64,139,25.389,52.31,6.399891457,102.1205,beetroot
145,47,145,25.543,50.303,6.186770318,112.8695,beetroot
145,47,145,22.244,52.25,6.159020864,135.5275,beetroot
139,56,139,17.465,53.431,6.660954816,111.0345,beetroot
139,65,139,26.356,50.012,6.904906979,120.3145,beetroot
139,49,139,18.63,50.896,6.706053225,136.1335,beetroot
168,59,168,25.711,53.518,6.367665498,112.5015,beetroot
154,60,154,16.634,52.188,6.419083092,126.8345,beetroot
147,66,147,21.362,53.113,6.39637861,110.1455,beetroot
167,46,167,22.327,56.907,6.375923383,117.5655,beetroot
141,62,141,25.739,50.673,6.700337732,102.2615,beetroot
146,65,146,20.925,59.052,6.565312653,110.1654,beetroot
164,49,164,19.14,55.342,6.886515359,110.7684,beetroot
137,64,137,16.28,50.645,6.448061578,122.1174,beetroot
156,62,156,25.125,57.007,6.985872508,110.2098,beetroot
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
